ticket_id,customer_id,created_at,status,issue_description,priority
405,25,2024-12-11 10:53:01,closed,Small agent challenge tell successful.,high
406,411,2024-12-24 17:34:04,in_progress,Power report catch tell.,high
407,765,2024-11-13 02:40:34,open,A list see film near somebody.,medium
408,65,2025-06-26 08:23:41,in_progress,Picture hotel way.,low
409,334,2024-10-14 19:46:39,in_progress,Accept federal true guess clearly good agency.,medium
410,405,2025-06-26 10:27:49,in_progress,Race difference large at agent.,high
411,725,2024-07-12 05:09:50,closed,After foot feeling own part.,high
412,385,2024-12-01 14:50:02,in_progress,Ok position never them.,low
413,759,2024-12-18 12:36:34,open,Or certainly bring serious always light wonder.,medium
414,546,2024-11-06 16:22:13,open,Republican someone put property me simple require.,low
415,840,2025-03-13 09:27:46,closed,Crime physical form difficult growth.,low
416,401,2024-11-26 14:48:59,closed,Fight forward again head.,high
417,451,2025-06-05 08:11:49,open,Guy green daughter fear water.,medium
418,487,2024-10-28 06:26:17,open,Itself do there sit clear.,high
419,300,2024-10-09 08:34:13,in_progress,Source write main dinner option card long.,low
420,490,2025-01-14 01:18:38,closed,Company response attorney college provide.,low
421,597,2025-01-23 23:27:25,open,End force party some role.,medium
422,62,2024-07-11 11:49:28,closed,Smile statement bed read.,medium
423,321,2025-05-20 18:34:26,in_progress,Son above medical.,low
424,34,2024-11-18 09:54:48,open,Particular thousand system arm side.,high
425,317,2025-05-22 08:36:04,in_progress,Trade western thank head husband apply throughout.,low
426,836,2024-08-29 19:14:19,closed,Particularly myself fire long.,high
427,239,2025-04-05 00:55:50,in_progress,Understand raise room herself here.,low
428,439,2024-09-02 10:10:09,closed,Above none cut very industry because.,medium
429,488,2025-04-12 15:55:17,in_progress,Never society current myself success room.,high
430,26,2024-08-18 16:24:02,open,Specific interest yeah science cultural push recently woman.,high
431,837,2024-12-24 09:12:19,in_progress,Would within do general safe write.,medium
432,276,2024-12-16 08:47:09,in_progress,Leave both list race trouble break ever evening.,medium
433,995,2024-12-05 12:10:09,open,Growth fly nature professor.,low
434,251,2025-02-03 04:47:16,open,Animal meet decide its.,high
435,394,2024-11-02 01:59:26,closed,Reduce name your pressure.,medium
436,47,2025-02-27 16:11:05,closed,Moment rich leave loss become range clearly article.,low
437,236,2024-09-07 11:04:57,open,Provide of field course.,low
438,536,2024-07-16 04:53:38,in_progress,Exist live these area.,medium
439,891,2025-05-07 07:57:45,closed,Meeting us clearly.,medium
440,479,2025-01-10 23:46:52,in_progress,Cold beyond style worry.,medium
441,531,2024-09-14 18:12:18,closed,Scene that lead.,low
442,994,2025-02-28 00:31:55,in_progress,Note person everyone cell.,low
443,207,2025-04-12 08:45:25,closed,Add make over good claim plan.,high
444,212,2024-10-31 09:44:06,open,Until husband attack affect pull into.,medium
445,569,2025-05-30 06:46:56,in_progress,Hotel despite recognize offer.,high
446,322,2024-12-28 10:26:30,open,Rock own participant.,high
447,551,2024-09-17 06:02:37,in_progress,Box happen interesting whatever player.,low
448,679,2025-04-08 11:40:59,open,Understand away prevent network similar major card.,low
449,187,2024-10-22 16:19:30,open,Think sense produce quality third.,high
450,724,2025-02-23 04:56:41,in_progress,Player return family.,low
451,718,2024-12-08 07:24:10,open,Husband we step democratic budget agency question key.,high
452,862,2024-12-20 11:38:01,in_progress,Trip degree down specific option discover.,high
453,87,2024-11-13 00:09:34,closed,Region science professional whole picture example fear Republican.,low
454,266,2024-09-30 08:35:30,in_progress,Common four question great evening evening board.,low
455,118,2024-11-03 13:20:12,in_progress,Boy right man positive catch.,medium
456,632,2025-05-28 00:18:12,closed,Student eat agency loss quite follow interesting.,medium
457,832,2025-06-02 20:16:45,open,Two box carry wide military treatment.,high
458,186,2024-08-14 15:47:31,open,Special always support much tell street.,low
459,293,2024-08-17 12:08:11,closed,Experience its listen fine join perhaps.,medium
460,378,2024-11-06 09:03:44,closed,Research onto exactly day general because whose.,medium
461,846,2025-06-03 11:50:44,closed,See consider song yeah safe.,medium
462,203,2025-05-20 09:41:41,closed,Follow around bad water great area.,medium
463,313,2025-01-25 17:15:16,open,Decide action alone will perhaps perform.,high
464,130,2025-05-16 11:39:47,open,Expert that against station worry.,high
465,12,2025-04-27 02:30:47,in_progress,Drive couple few drive never health.,high
466,368,2025-05-08 16:47:20,open,Car own by my human among interesting.,medium
467,288,2025-02-05 20:34:01,open,Newspaper tough water Democrat begin treatment particular.,high
468,415,2025-06-05 02:23:36,in_progress,Treat compare firm law minute discover put.,low
469,609,2025-01-13 08:20:18,open,Night government pull option arm.,low
470,411,2024-08-31 01:05:07,open,World wrong market when sense care.,medium
471,110,2025-04-17 13:49:48,in_progress,Court clear view next matter notice worker.,medium
472,401,2025-04-15 02:48:26,open,Sound fear enjoy really draw.,medium
473,27,2024-08-07 20:14:03,in_progress,Much sea why evidence movement economy.,high
474,353,2025-05-08 21:41:35,in_progress,Easy wish away old who.,low
475,953,2024-09-13 07:56:11,in_progress,Foot according pay change girl choose thing happen.,low
476,998,2025-06-26 20:30:34,open,Mission the town international.,low
477,843,2024-07-24 06:27:47,in_progress,Push such deal keep until nothing.,medium
478,590,2025-03-23 05:32:58,open,Training toward administration respond style.,low
479,279,2024-12-04 01:58:21,open,Second science century finish practice room up.,low
480,437,2024-11-08 23:15:19,open,More affect mean one trade though.,medium
481,254,2024-09-16 21:53:18,in_progress,Decade else TV tree guy item.,medium
482,785,2025-01-15 02:28:03,open,Mother simple government even name direction skill.,medium
483,391,2025-03-05 21:08:42,open,Child amount sort worker similar let.,medium
484,505,2025-07-10 16:30:35,in_progress,Move between task case little share across.,high
485,764,2025-03-06 00:54:40,closed,Far decade role on soon year early.,low
486,13,2025-04-07 02:59:11,closed,Environmental majority toward entire.,medium
487,847,2025-06-04 05:43:29,closed,From probably program name member couple.,low
488,875,2025-03-12 16:29:46,closed,Impact provide well cut true.,medium
489,741,2025-05-02 03:30:55,closed,Station citizen decade help true leave question.,high
490,42,2025-03-16 19:22:14,closed,Consider father scene across.,low
491,659,2025-03-13 14:57:26,open,Great agent provide perhaps imagine ago cut.,medium
492,290,2024-12-28 22:11:40,closed,Section more hit town finish ready significant.,high
493,576,2025-06-12 10:12:49,closed,Pattern despite pay participant career.,low
494,879,2025-06-29 09:25:02,in_progress,Idea east person.,medium
495,667,2025-05-31 02:56:21,open,Campaign hotel least.,high
496,938,2025-06-04 09:01:10,closed,Need two apply may take.,medium
497,953,2025-01-24 11:48:06,closed,Assume operation kid.,medium
498,518,2024-10-28 15:11:44,in_progress,Activity clearly soldier animal sport early finish.,low
499,695,2025-02-26 12:58:24,closed,According story we catch.,high
500,481,2025-06-20 23:23:22,open,Attack direction law tough cup item.,medium
501,415,2025-04-01 06:01:13,open,Deal fire black consumer.,low
502,926,2025-03-22 15:30:42,closed,Onto why provide bit.,low
503,96,2024-10-31 05:37:35,open,Simply message reach worker challenge officer kitchen.,high
504,799,2024-07-28 19:21:51,closed,Pressure purpose administration interview deal drug.,high
505,93,2024-08-13 06:22:33,in_progress,Baby billion page heavy air.,low
506,986,2024-09-23 03:25:44,in_progress,Economy green model message yourself total run.,high
507,376,2025-02-13 18:33:10,in_progress,Say run action happy buy play appear.,high
508,98,2024-10-03 01:33:57,closed,Worker list seven consider return.,low
509,175,2025-02-27 03:31:09,in_progress,Health relate size he behind.,low
510,340,2024-10-04 19:55:50,closed,Reflect fund meet.,low
511,902,2024-09-14 09:30:57,open,Federal talk state deep practice include toward.,medium
512,570,2025-07-09 08:50:41,closed,Production environment officer enter yard institution find movie.,high
513,777,2025-05-23 20:19:33,open,International decision way trial difference then let.,low
514,776,2025-05-29 01:54:49,closed,West assume opportunity another else glass station ahead.,low
515,887,2024-12-18 05:15:19,open,Risk hospital detail.,low
516,429,2025-06-27 07:54:17,open,Save old play respond.,high
517,292,2025-03-24 09:58:43,in_progress,Heart left could language.,medium
518,314,2024-07-14 23:22:36,in_progress,Or similar low but strategy whether develop.,medium
519,887,2024-11-26 14:42:25,open,Wall address kitchen thousand.,low
520,38,2025-01-12 20:40:09,open,Enough its ability off.,low
521,769,2024-12-04 15:40:17,open,Able song ask because morning.,medium
522,618,2025-04-18 14:26:47,open,I political artist walk hear.,high
523,428,2024-07-29 01:07:57,closed,Long peace population term something stock lay.,medium
524,377,2024-08-22 09:44:06,open,Radio people style memory entire.,low
525,989,2025-05-23 04:22:14,open,Speak act particular along land support.,medium
526,454,2024-11-09 02:28:59,closed,Speech strategy response.,low
527,557,2024-08-16 17:07:57,open,Nation want TV Democrat whose forward.,low
528,645,2025-06-06 09:10:25,closed,Try perform great quality avoid.,high
529,408,2024-07-19 01:04:18,closed,Song hotel most usually quality.,low
530,353,2024-10-03 04:47:42,closed,Than girl follow crime stuff.,low
531,803,2024-12-10 23:08:22,open,Research eat suggest real list fine.,medium
532,46,2025-01-07 19:41:20,closed,Sometimes state soon Congress event become growth.,medium
533,159,2025-01-07 06:10:26,closed,Maintain ever hard near.,low
534,335,2025-01-06 17:34:35,in_progress,Science much cell rate father.,high
535,387,2024-09-17 16:51:36,open,Beyond road hospital article sport stage.,high
536,66,2024-08-03 18:06:33,open,Discover federal beyond positive.,low
537,788,2024-11-06 12:42:54,open,Participant no population especially.,high
538,206,2025-03-15 01:05:38,closed,Body character history recently fight push question.,low
539,11,2025-01-30 21:42:27,closed,Show send behind store.,high
540,832,2024-07-18 05:27:19,open,Baby behavior network.,high
541,581,2025-04-24 23:03:39,open,Discussion scene miss world per.,high
542,768,2025-03-31 09:36:57,in_progress,Successful ten report against next pay man.,high
543,646,2025-05-16 19:46:08,open,Exactly rule course policy tough through.,low
544,890,2025-06-28 00:29:40,open,Senior could success gun pressure.,high
545,551,2025-01-09 23:30:48,open,Student story case state.,medium
546,437,2025-02-02 11:39:28,closed,Happy writer concern.,high
547,473,2024-07-29 22:40:55,closed,Avoid hear skin green although southern.,low
548,744,2025-05-20 06:23:00,open,Teach keep face.,high
549,384,2024-09-29 13:36:30,in_progress,Focus white traditional friend run job truth election.,low
550,398,2024-12-01 21:56:23,closed,American size sign.,low
551,564,2025-03-17 04:52:34,open,Key we strategy decade leader clearly.,high
552,82,2024-12-02 11:43:01,closed,Real black series summer run.,high
553,658,2025-03-04 07:30:25,in_progress,Force situation state write.,low
554,759,2024-09-24 06:57:02,in_progress,Street sometimes individual result of under my.,low
555,530,2025-07-07 02:58:38,closed,Citizen its thought budget soon.,medium
556,594,2024-10-30 17:01:24,closed,Just wear most experience later.,low
557,354,2025-01-02 13:22:04,open,Hope operation sometimes north direction that leader.,low
558,549,2025-04-09 18:44:10,in_progress,Business late debate not.,low
559,352,2025-04-22 04:23:52,open,Small those material.,medium
560,411,2024-07-29 21:26:49,in_progress,His before prove Republican box some.,medium
561,175,2024-10-03 14:26:29,closed,Land key character story stage way.,medium
562,187,2024-08-19 19:59:38,closed,Network cup alone nation.,medium
563,617,2025-01-14 13:57:36,in_progress,Deep impact quality choose.,low
564,494,2024-08-15 15:30:36,in_progress,Result tend right evening.,high
565,170,2024-11-23 02:37:27,open,Experience debate century or several two fish.,low
566,924,2024-09-04 17:43:58,in_progress,Government loss good present smile smile hard.,low
567,674,2025-02-19 23:22:57,open,Citizen be by walk push four.,medium
568,606,2025-02-08 10:12:03,in_progress,Too dog which leg skin.,low
569,78,2025-06-04 23:02:03,open,Benefit both on ten.,low
570,785,2025-05-22 00:43:14,closed,Religious early main indicate write street.,medium
571,609,2024-09-25 15:47:36,closed,Threat between could challenge.,low
572,630,2025-07-03 01:51:40,in_progress,Their three style lead can.,high
573,77,2025-04-05 01:04:45,in_progress,Exist stay road key.,high
574,532,2025-04-18 16:40:21,in_progress,Will interest building.,medium
575,644,2024-08-17 01:05:17,closed,Lose season shoulder Democrat bar.,medium
576,151,2024-10-21 20:11:28,closed,Responsibility rest forget walk wife later.,low
577,972,2024-09-25 11:15:27,open,Group hour five community.,medium
578,274,2025-04-02 01:07:10,in_progress,Participant lot cold technology describe themselves.,low
579,161,2024-12-01 11:00:20,in_progress,North book need next democratic.,low
580,283,2025-06-04 12:36:48,closed,Benefit they term land capital child.,high
581,291,2025-02-16 19:22:46,open,Ability baby body back cold pattern read.,low
582,378,2025-04-02 15:12:16,closed,Career campaign answer agency really skin policy professional.,low
